Story,Word,Tag
story 1923," to Have topics (health, environment, education) which datasets belong to that I can browse and search within them so that I can intuitively limit my search to the relevant topic I’m interested in ",Fun
story 1633," to identify brands in videos, and receive related information about them.",Fun
story 1632," to identify broadcaster logos in videos, and receive related information about them.",Fun
story 1630," to identify persons in videos, and receive related information about them.",Fun
story 1631," to identify products in videos, and receive related information about them.",Fun
story 1338, to know about other versions of the object or its metadata that might be of use to me. ,Fun
story 1369," to know about various facets of a collection, object, or object component, suchAs scope and content, various identifiers, conditions governing use/access, etc.  ",Fun
story 1366," to know for an object or its component parts the place of publication, the publisher, etc.",Fun
story 1389," to know if an object or object component is under copyright and, where possible, who the rights holder is. ",Fun
story 1382, to know of all other pertinent versions or descriptions of the resource. ,Fun
story 1337, to know the rights status of an object. ,Fun
story 1334, to know what collection(s) an object belongs to. ,Fun
story 1333, to know what repository an object belongs to. ,Fun
story 849, to limit my search results to one or more log book sections from one or more log books.,Fun
story 848, to limit my search to a particular set of log books.,Fun
story 194, link my email account to my profile,Fun
story 837, to link together experimental runs to build an experiment.,Fun
story 1307, to list all the collections and objects in the DAMS that belong to a library unit. ,Fun
story 2024, log in to my Sunflower account via my Google account,Fun
story 2023, log in to my Sunflower account,Fun
story 2025, log out of my Sunflower account,Fun
story 828, to make predicated links between files.,Fun
story 827, to make uploaded data files to be non-modifiable.,Fun
story 846, to manage the references / papers I have investigated.,Fun
story 842," to modify or branch an experimental protocol, whilst retaining the original.",Fun
story 807, to navigate forwards and backwards between log books and log book pages without having to use my browser's back button.,Fun
story 845, to prove definitively that I created a page on a certain date.,Fun
story 2031, react to another user’s sunflower count,Fun
story 1629, to receive content recommendations based on most relevant news events in my area.,Fun
story 1628, to receive content recommendations from similar profiles.,Fun
story 2026, recover my password,Fun
story 2029, reject a friend request,Fun
story 2030, remove a friend,Fun
story 787, to remove a single property of a dataset instance without knowing all other properties. ,Fun
story 2107, remove food item from meal,Fun
story 2103, to remove food item(s) to grocery list.,Fun
story 2096, to remove meal from my meal calendar.,Fun
story 2101, to remove meal from the meal book.,Fun
story 829, to restrict what can be entered to a metadata field.,Fun
story 831, to revert to an older version of an uploaded file.,Fun
story 2099, save meal in meal book,Fun
story 2168, save the current view I have created by configuring the Data Explorer (using a wizard etc),Fun
story 1376," to scope by searches by name to a specific role suchAs illustrator, photographer, etc. ",Fun
story 1372," to scope my searches for collections, objects, or object components to a specific language. ",Fun
story 1620, to search and discover music based on my profile.,Fun
story 1621, to search and discover music based on other users similar to myself.,Fun
story 1623, search and discover music by exploiting enriched metadata and image tags,Fun
story 1622, to search and discover music or ringback tones similar to a given music video based on content similarity.,Fun
story 1619, to search and discover music using content identification or fingerprinting.,Fun
story 1374, to search by for collections and objects by name. ,Fun
story 1363," to search collections, objects, and object components by title. ",Fun
story 1636, to search content items using automatic speech recognition.,Fun
